"rs_id","title","source","rs_link","abreviation","ro_source","decision_date","history_link","pdf_in_force","pdf_entry_in_force","n_full_text_pdf","n_modifications","admin_id","pdf_in_force2","page_length","entry_in_force","international"
"734.1","Ordonnance du 30 mars 1994 sur les installations électriques à courant faible (Ordonnance sur le courant faible)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19940080/index.html","NA","RO 1994 1185","1994-03-30","/opc/fr/classified-compilation/19940080/history.html","201604200000/734.1.pdf","2016-04-20",4,8,19940080,"https://www.admin.ch/opc/fr/classified-compilation/19940080/201604200000/734.1.pdf",12,"1994-06-01",0
"734.2000000000001","Ordonnance du 30 mars 1994 sur les installations électriques à courant fort (Ordonnance sur le courant fort)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19940082/index.html","NA","RO 1994 1199","1994-03-30","/opc/fr/classified-compilation/19940082/history.html","201604200000/734.2.pdf","2016-04-20",2,6,19940082,"https://www.admin.ch/opc/fr/classified-compilation/19940082/201604200000/734.2.pdf",34,"1994-06-01",0
"734.24","Ordonnance du 7 décembre 1992 sur l’Inspection fédérale des installations à courant fort","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19920320/index.html","NA","RO 1992 2499","1992-12-07","/opc/fr/classified-compilation/19920320/history.html","201312010000/734.24.pdf","2013-12-01",4,8,19920320,"https://www.admin.ch/opc/fr/classified-compilation/19920320/201312010000/734.24.pdf",6,"1993-01-01",0
"734.241","Ordonnance du DETEC du 12 novembre 2013 sur le transfert de compétences en matière d’instruction dans le domaine des procédures pénales administratives à l’Inspection fédérale des installations à courant fort","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20131643/index.html","NA","RO 2013 4075","2013-11-12","/opc/fr/classified-compilation/20131643/history.html","201401010000/734.241.pdf","2014-01-01",1,0,20131643,"https://www.admin.ch/opc/fr/classified-compilation/20131643/201401010000/734.241.pdf",2,"2014-01-01",0
"734.25","Ordonnance du 2 février 2000 sur la procédure d’approbation des plans d’installations électriques (OPIE)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20000116/index.html","OPIE","RO 2000 734","2000-02-02","/opc/fr/classified-compilation/20000116/history.html","201312010000/734.25.pdf","2013-12-01",3,3,20000116,"https://www.admin.ch/opc/fr/classified-compilation/20000116/201312010000/734.25.pdf",12,"2000-03-01",0
"734.26","Ordonnance du 25 novembre 2015 sur les matériels électriques à basse tension (OMBT)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20150386/index.html","OMBT","RO 2016 105","2015-11-25","/opc/fr/classified-compilation/20150386/history.html","201604200000/734.26.pdf","2016-04-20",1,0,20150386,"https://www.admin.ch/opc/fr/classified-compilation/20150386/201604200000/734.26.pdf",12,"2016-04-20",0
"734.27","Ordonnance du 7 novembre 2001 sur les installations électriques à basse tension (Ordonnance sur les installations à basse tension, OIBT)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20012238/index.html","OIBT","RO 2002 128","2001-11-07","/opc/fr/classified-compilation/20012238/history.html","201604200000/734.27.pdf","2016-04-20",7,8,20012238,"https://www.admin.ch/opc/fr/classified-compilation/20012238/201604200000/734.27.pdf",22,"2002-01-01",0
"734.272.3","Ordonnance du DETEC du 15 mai 2002 sur les installations électriques à basse tension","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20020112/index.html","NA","RO 2002 1367","2002-05-15","/opc/fr/classified-compilation/20020112/history.html","200206010000/734.272.3.pdf","2002-06-01",1,0,20020112,"https://www.admin.ch/opc/fr/classified-compilation/20020112/200206010000/734.272.3.pdf",4,"2002-06-01",0
"734.31","Ordonnance du 30 mars 1994 sur les lignes électriques (OLEI)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/19940083/index.html","OLEl","RO 1994 1233","1994-03-30","/opc/fr/classified-compilation/19940083/history.html","201601010000/734.31.pdf","2016-01-01",4,10,19940083,"https://www.admin.ch/opc/fr/classified-compilation/19940083/201601010000/734.31.pdf",92,"1994-06-01",0
"734.5","Ordonnance du 25 novembre 2015 sur la compatibilité électromagnétique (OCEM)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20151250/index.html","OCEM","RO 2016 119","2015-11-25","/opc/fr/classified-compilation/20151250/history.html","201606130000/734.5.pdf","2016-06-13",2,1,20151250,"https://www.admin.ch/opc/fr/classified-compilation/20151250/201606130000/734.5.pdf",20,"2016-04-20",0
"734.6","Ordonnance du 25 novembre 2015 sur les appareils et les systèmes de protection destinés à être utilisés en atmosphères explosibles (OSPEX)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20150385/index.html","OSPEX","RO 2016 143","2015-11-25","/opc/fr/classified-compilation/20150385/history.html","201702140000/734.6.pdf","2017-02-14",2,0,20150385,"https://www.admin.ch/opc/fr/classified-compilation/20150385/201702140000/734.6.pdf",12,"2016-04-20",0
"734.7000000000001","Loi du 23 mars 2007 sur l’approvisionnement en électricité (LApEl)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20042411/index.html","LApEl","RO 2007 3425","2007-03-23","/opc/fr/classified-compilation/20042411/history.html","201710010000/734.7.pdf","2017-10-01",8,7,20042411,"https://www.admin.ch/opc/fr/classified-compilation/20042411/201710010000/734.7.pdf",18,"2007-07-15",0
"734.71","Ordonnance du 14 mars 2008 sur l’approvisionnement en électricité (OApEl)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20071266/index.html","OApEl","RO 2008 1223","2008-03-14","/opc/fr/classified-compilation/20071266/history.html","201710010000/734.71.pdf","2017-10-01",14,12,20071266,"https://www.admin.ch/opc/fr/classified-compilation/20071266/201710010000/734.71.pdf",24,"2008-04-01",0
"734.713.3","Ordonnance du DETEC du 3 décembre 2008 sur les dérogations concernant l’accès au réseau et les coûts de réseau imputables au niveau du réseau de transport transfrontalier (Odac)","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20082084/index.html","Odac","RO 2008 5803","2008-12-03","/opc/fr/classified-compilation/20082084/history.html","200812150000/734.713.3.pdf","2008-12-15",1,0,20082084,"https://www.admin.ch/opc/fr/classified-compilation/20082084/200812150000/734.713.3.pdf",4,"2008-12-15",0
"734.74","Règlement interne du 12 septembre 2007 de la Commission de l’électricité","/opc/fr/classified-compilation/73.html","/opc/fr/classified-compilation/20072780/index.html","NA","RO 2007 7063","2007-09-12","/opc/fr/classified-compilation/20072780/history.html","201201010000/734.74.pdf","2012-01-01",2,1,20072780,"https://www.admin.ch/opc/fr/classified-compilation/20072780/201201010000/734.74.pdf",6,"2008-01-01",0
"740.1","Loi fédérale du 19 décembre 2008 sur le transfert de la route au rail du transport lourd de marchandises à travers les Alpes (Loi sur le transfert du transport de marchandises, LTTM)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20070628/index.html","LTTM","RO 2009 5949","2008-12-19","/opc/fr/classified-compilation/20070628/history.html","201001010000/740.1.pdf","2010-01-01",1,0,20070628,"https://www.admin.ch/opc/fr/classified-compilation/20070628/201001010000/740.1.pdf",4,"2010-01-01",0
"741.01","Loi fédérale du 19 décembre 1958 sur la circulation routière (LCR)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19580266/index.html","LCR","RO 1959 705","1958-12-19","/opc/fr/classified-compilation/19580266/history.html","201709010000/741.01.pdf","2017-09-01",30,76,19580266,"https://www.admin.ch/opc/fr/classified-compilation/19580266/201709010000/741.01.pdf",80,"1959-10-01",0
"741.013","Ordonnance du 28 mars 2007 sur le contrôle de la circulation routière (OCCR)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20063193/index.html","OCCR","RO 2007 2081","2007-03-28","/opc/fr/classified-compilation/20063193/history.html","201610010000/741.013.pdf","2016-10-01",6,7,20063193,"https://www.admin.ch/opc/fr/classified-compilation/20063193/201610010000/741.013.pdf",22,"2008-01-01",0
"741.013.1","Ordonnance de l’OFROU du 22 mai 2008 concernant l’ordonnance sur le contrôle de la circulation routière (OOCCR-OFROU)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20080078/index.html","OOCCR-OFROU","RO 2008 2447","2008-05-22","/opc/fr/classified-compilation/20080078/history.html","201610010000/741.013.1.pdf","2016-10-01",6,4,20080078,"https://www.admin.ch/opc/fr/classified-compilation/20080078/201610010000/741.013.1.pdf",26,"2008-10-01",0
"741.03","Loi du 24 juin 1970 sur les amendes d’ordre (LAO)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19700138/index.html","LAO","RO 1972 742","1970-06-24","/opc/fr/classified-compilation/19700138/history.html","201401010000/741.03.pdf","2014-01-01",2,4,19700138,"https://www.admin.ch/opc/fr/classified-compilation/19700138/201401010000/741.03.pdf",4,"1973-01-01",0
"741.031","Ordonnance du 4 mars 1996 sur les amendes d’ordre (OAO)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19960142/index.html","OAO","RO 1996 1078","1996-03-04","/opc/fr/classified-compilation/19960142/history.html","201705070000/741.031.pdf","2017-05-07",12,19,19960142,"https://www.admin.ch/opc/fr/classified-compilation/19960142/201705070000/741.031.pdf",26,"1996-09-01",0
"741.11","Ordonnance du 13 novembre 1962 sur les règles de la circulation routière (OCR)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19620246/index.html","OCR","RO 1962 1409","1962-11-13","/opc/fr/classified-compilation/19620246/history.html","201705070000/741.11.pdf","2017-05-07",26,72,19620246,"https://www.admin.ch/opc/fr/classified-compilation/19620246/201705070000/741.11.pdf",70,"1963-01-01",0
"741.13","Ordonnance de l’Assemblée fédérale du 15 juin 2012 concernant les taux limites d’alcool admis en matière de circulation routière","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20102294/index.html","NA","RO 2015 2597","2012-06-15","/opc/fr/classified-compilation/20102294/history.html","201610010000/741.13.pdf","2016-10-01",1,0,20102294,"https://www.admin.ch/opc/fr/classified-compilation/20102294/201610010000/741.13.pdf",2,"2016-10-01",0
"741.21","Ordonnance du 5 septembre 1979 sur la signalisation routière (OSR)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19790235/index.html","OSR","RO 1979 1961","1979-09-05","/opc/fr/classified-compilation/19790235/history.html","201701150000/741.21.pdf","2017-01-15",14,37,19790235,"https://www.admin.ch/opc/fr/classified-compilation/19790235/201701150000/741.21.pdf",122,"1980-01-01",0
"741.211.5","Ordonnance du DETEC du 12 juin 2007 concernant les normes applicables à la signalisation des routes, des chemins pour piétons et des chemins de randonnée pédestre","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20060293/index.html","NA","RO 2007 3449","2007-06-12","/opc/fr/classified-compilation/20060293/history.html","200708010000/741.211.5.pdf","2007-08-01",1,0,20060293,"https://www.admin.ch/opc/fr/classified-compilation/20060293/200708010000/741.211.5.pdf",4,"2007-08-01",0
"741.213.3","Ordonnance du 28 septembre 2001 sur les zones 30 et les zones de rencontre","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20011843/index.html","NA","RO 2002 149","2001-09-28","/opc/fr/classified-compilation/20011843/history.html","200201010000/741.213.3.pdf","2002-01-01",1,0,20011843,"https://www.admin.ch/opc/fr/classified-compilation/20011843/200201010000/741.213.3.pdf",4,"2002-01-01",0
"741.2720000000001","Ordonnance du 18 décembre 1991 concernant les routes de grand transit","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19910382/index.html","NA","RO 1992 341","1991-12-18","/opc/fr/classified-compilation/19910382/history.html","201601010000/741.272.pdf","2016-01-01",1,3,19910382,"https://www.admin.ch/opc/fr/classified-compilation/19910382/201601010000/741.272.pdf",20,"1992-02-01",0
"741.31","Ordonnance du 20 novembre 1959 sur l’assurance des véhicules (OAV)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19590239/index.html","OAV","RO 1959 1321","1959-11-20","/opc/fr/classified-compilation/19590239/history.html","201701010000/741.31.pdf","2017-01-01",13,36,19590239,"https://www.admin.ch/opc/fr/classified-compilation/19590239/201701010000/741.31.pdf",64,"1959-11-20",0
"741.41","Ordonnance du 19 juin 1995 concernant les exigences techniques requises pour les véhicules routiers (OETV)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19950165/index.html","OETV","RO 1995 4425","1995-06-19","/opc/fr/classified-compilation/19950165/history.html","201707010000/741.41.pdf","2017-07-01",32,51,19950165,"https://www.admin.ch/opc/fr/classified-compilation/19950165/201707010000/741.41.pdf",274,"1995-10-01",0
"741.412","Ordonnance du 19 juin 1995 concernant les exigences techniques requises pour les voitures automobiles de transport et leurs remorques (OETV 1)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19950158/index.html","OETV 1","RO 1995 4145","1995-06-19","/opc/fr/classified-compilation/19950158/history.html","201701150000/741.412.pdf","2017-01-15",10,13,19950158,"https://www.admin.ch/opc/fr/classified-compilation/19950158/201701150000/741.412.pdf",18,"1995-10-01",0
"741.413","Ordonnance du 16 novembre 2016 concernant les exigences techniques requises pour les tracteurs et leurs remorques (OETV 2)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20161716/index.html","OETV 2","RO 2016 5197","2016-11-16","/opc/fr/classified-compilation/20161716/history.html","201701150000/741.413.pdf","2017-01-15",1,0,20161716,"https://www.admin.ch/opc/fr/classified-compilation/20161716/201701150000/741.413.pdf",6,"2017-01-15",0
"741.414","Ordonnance du 16 novembre 2016 concernant la reconnaissance des réceptions UE et les exigences techniques requises pour les motocycles, quadricycles légers à moteur, quadricycles à moteur, tricycles à moteur ainsi que pour les cyclomoteurs (OETV 3)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/20161717/index.html","OETV 3","RO 2016 5207","2016-11-16","/opc/fr/classified-compilation/20161717/history.html","201701150000/741.414.pdf","2017-01-15",1,0,20161717,"https://www.admin.ch/opc/fr/classified-compilation/20161717/201701150000/741.414.pdf",6,"2017-01-15",0
"741.435.4","Ordonnance du 22 octobre 1986 sur les émissions de gaz d’échappement des cyclomoteurs (OEV 4)","/opc/fr/classified-compilation/74.html","/opc/fr/classified-compilation/19860293/index.html","OEV 4","RO 1986 1889","1986-10-22","/opc/fr/classified-compilation/19860293/history.html","199801010000/741.435.4.pdf","1998-01-01",1,2,19860293,"https://www.admin.ch/opc/fr/classified-compilation/19860293/199801010000/741.435.4.pdf",10,"1986-11-15",0
