"bill_id","CAP_majortopic","machine_learning_coded","proposal_id","bill_title","bill_title_de","bill_date","bill_legislature","bill_parl_decision_date","proposal_total_bills","bill_act_type_detail","bill_direct_democracy","bill_dd_type","bill_type_description","proposal_related_department","proposal_descriptors","rs_id","bill_ro","bill_ro_url","ff_input_id","ff_output_id","bill_ff_output","bill_ff_output_url","bill_proposal_url_manual","bill_ff_page_start","bill_ff_page_end","bill_navettes","bill_treatment_outcome","bill_coder_comments","bill_international","bill_eu","bill_eu_implementation","bill_eu_adaptation","bill_initiation_date","bill_initiation_actor_type","bill_priority_council","bill_treatment_category","bill_conciliation","bill_nc_vote_date","bill_nc_vote_yes","bill_nc_vote_no","bill_nc_vote_abs","bill_sc_vote_date","bill_sc_vote_yes","bill_sc_vote_no","bill_sc_vote_abs","bill_referendum_launched","bill_urgency_clause","bill_consultations_count","bill_preparl_steps_count","majortopic","intervention_id1","intervention_id2","intervention_id3","intervention_id4","intervention_id5","intervention_id6","intervention_id7","intervention_id8","intervention_id9","intervention_id10","consultation_id1","consultation_id2","consultation_id3","io_id1","io_id2","io_id3","io_id4"
"19960006-1",20,0,"19960006","Arrêté fédéral approuvant la gestion du Conseil fédéral, du Tribunal fédéral et du Tribunal fédéral des assurances en 1995","Bundesbeschluss über die Geschäftsführung des Bundesrates, des Bundesgerichts und des Eidgenössischen Versicherungsgerichts im Jahre 1995","1996-02-28",45,"1996-06-21",1,43,"no","none","other simple federal decree","ChF","","","","","","10108672","","","",61,61,0,"parl_adopted","Id:96.006

Message: 
http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?ID=50000765

dept.: Chf

JC_AC (FMAJ)

","","","","","","","CN/NC","II","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960007-1",7,0,"19960007","Loi fédérale sur les armes, les accessoires d'armes et les munitions (Loi sur les armes; LArm)","Bundesgesetz über Waffen, Waffenzubehör und Munition (Waffengesetz, WG","1996-01-24",45,"1997-06-20",1,12,"yes","optional","federal law","DFJP","Waffenhandel; Waffenbesitz; Gesetz; Munition; Feuerwaffe; Bewaffnung","","RO 1998 2535","http://www.admin.ch/opc/fr/official-compilation/1998/2535.pdf","","10109085","","","",29,42,1,"parl_adopted","JC_OK","none","none","none","incompatible_reform","1990-12-10","canton","CE/SC","III","no","1997-06-20",90,56,33,"1997-06-20",37,0,0,"no","none",1,2,"","","","","","","","","","","","1995-9","","","","","",""
"19960008-1",1,0,"19960008","Arrêté fédéral I concernant le compte d'Etat de la Confédération suisse pour l'année 1995","Bundesbeschluss I über die eidgenössische Staatsrechnung für das Jahr 1995","1996-04-03",45,"1996-06-10",2,43,"no","none","other simple federal decree","DFF","","","","","","10108674","","","",116,116,0,"parl_adopted","JC_AC (FMAJ)","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960008-2",1,0,"19960008","Arrêté fédéral II concernant les comptes de l'Office fédéral de la production d'armements pour l'année 1995","Bundesbeschluss II über die Rechnung 1995 des Bundesamtes für Rüstungsbetriebe","1996-04-03",45,"1996-06-10",2,43,"no","none","other simple federal decree","DFF","","","","","","10108675","","","",117,117,0,"parl_adopted","JC_AC (FMAJ)","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960009-1",1,1,"19960009","Arrêté fédéral concernant le premier supplément au budget de 1996","Bundesbeschluss über den Nachtrag I zum Voranschlag 1996 ","1996-04-03",45,"1996-06-10",1,42,"no","none","simple federal decree regarding a funding decision","DFF","","","","","","10108676","","","",8,8,0,"parl_adopted","JC_AC (FMAJ)","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960010-1",20,0,"19960010","Arrêté fédéral approuvant la gestion du Conseil fédéral dans le domaine des PTT pour l'année 1995","Bundesbeschluss über die Geschäftsführung des Bundesrates im Bereich der PTT-Betriebe im Jahre 1995","1996-04-17",45,"1996-06-20",2,43,"no","none","other simple federal decree","DETEC","","","","","","10108679
","","","",NA,NA,0,"parl_adopted","","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960010-2",20,0,"19960010","Arrêté fédéral concernant le compte financier de l'Entreprise des PTT pour l'année 1995","Bundesbeschluss über die Finanzrechnung der PTT-Betriebe für das Jahr 1995","1996-04-17",45,"1996-06-20",2,43,"no","none","other simple federal decree","DETEC","","","","","","10108680
","","","",NA,NA,0,"parl_adopted","","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960011-1",10,0,"19960011","Arrêté fédéral sur les comptes et le rapport de gestion des Chemins de fer fédéraux pour 1995","Bundesbeschluss über die Rechnungen und den Geschäftsbericht der Schweizerischen Bundesbahnen für das Jahr 1995","1996-04-17",45,"1996-06-20",1,43,"no","none","other simple federal decree","DETEC","SBB; Rechnung; Jahresbericht","","","","","10108681","","","",30,30,0,"parl_adopted","","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960012-1",1,0,"19960012","Arrêté fédéral approuvant le budget de la Régie des alcools pour l'exercice 1996/97","Bundesbeschluss über den Voranschlag der Eidgenössischen Alkoholverwaltung für das Geschäftsjahr 1996/97","1996-04-03",45,"1996-06-10",1,42,"no","none","simple federal decree regarding a funding decision","DFF","","","","","","10108677
","","","",NA,NA,0,"parl_adopted","","","","","","","","CN/NC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960013-1",20,0,"19960013","Arrêté fédéral accordant la garantie fédérale aux constitutions cantonales révisées","Bundesbeschluss über die Gewährleistung geänderter Kantonsverfassungen","1996-01-31",45,"1996-09-16",1,43,"no","none","other simple federal decree","DFJP","Gewährleistung kantonaler Verfassungen; Kantonsverfassung; Zürich (Kanton); Luzern (Kanton); Glarus (Kanton); Schaffhausen (Kanton); Appenzell Innerrhoden; Aargau; Genf (Kanton); Jura (Kanton)","","","","","10108782","","","",20,21,0,"parl_adopted","","","","","","","","CE/SC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960017-1",15,1,"19960017","Arrêté fédéral approuvant un Avenant à la Convention de sécurité sociale avec la Principauté de Liechtenstein","Bundesbeschluss betreffend ein Zusatzabkommen zum Abkommen über Soziale Sicherheit mit dem Fürstentum Liechtenstein","1996-02-14",45,"1996-09-18",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFI","internationales Abkommen; Liechtenstein; Sozialversicherung; AHV-Rente","","","","","","","","",11,11,0,"parl_adopted","ff_output n'est pas disponible.

JC_AC","","","","","","","CE/SC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960018-1",1,0,"19960018","Arrêté fédéral approuvant une convention de double imposition avec la Fédération russe","Bundesbeschluss über ein Doppelbesteuerungsabkommen mit der Russischen Föderation","1996-02-21",45,"1996-09-23",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFF","Doppelbesteuerung; Steuerübereinkommen; Russland","","RO 1998 761","http://www.admin.ch/opc/fr/official-compilation/1998/761.pdf","","","","","",NA,NA,0,"parl_adopted","","","","","","","","CN/NC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960019-1",18,0,"19960019","Arrêté fédéral portant approbation de mesures touchant le tarif des douanes","Bundesbeschluss über die Genehmigung von zolltarifarischen Massnahmen ","1996-02-21",45,"1996-06-13",1,43,"no","none","other simple federal decree","DEFR","Zolltarif; Zolltarifpolitik","","","","","10108678","","","",8,8,0,"parl_adopted","","","","","","","","CN/NC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960020-1",19,1,"19960020","Arrêté fédéral concernant la Convention de sécurité sociale entre la Suisse et Chypre","Bundesbeschluss betreffend ein Abkommen über Soziale Sicherheit zwischen der Schweiz und Zypern ","1996-02-21",45,"1996-09-18",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFI","Sozialversicherung; internationales Abkommen; Zypern","","","","","","","","",18,18,0,"parl_adopted","JC_AC","","","","","","","CE/SC","V","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960021-1",14,0,"19960021","Loi fédérale sur l'aide aux investissements dans les régions de montagne (LIM)","Bundesgesetz über Investitionshilfe für Berggebiete (IHG)","1996-02-28",45,"1997-03-21",2,12,"yes","optional","federal law","DEFR","regionale Beihilfe; Regionalplanung; Regionalpolitik; Änderung der Wirtschaftsstruktur; Berggebiet; Investitionsbeihilfe; ländliches Gebiet; regionale Zusammenarbeit","901.1","","","","10108979","","","",117,128,1,"parl_adopted","","none","none","none","compatible_reform","1994-05-15
","parl_committee","CE/SC","III","no","1997-03-21",162,0,7,"1997-03-21",37,0,0,"no","none",1,1,"","","","","","","","","","","","1995-23","","","","","",""
"19960021-2",14,0,"19960021","Arrêté fédéral instituant une aide à l'évolution structurelle en milieu rural","Bundesbeschluss über die Unterstützung des Strukturwandels im ländlichen Raum","1996-02-28",45,"1997-03-21",2,12,"yes","optional","federal law","DEFR","regionale Beihilfe; Regionalplanung; Regionalpolitik; Änderung der Wirtschaftsstruktur; Berggebiet; Investitionsbeihilfe; ländliches Gebiet; regionale Zusammenarbeit","901.3","","","","10108980","","","",129,135,0.5,"parl_adopted","","autonomous_adaptation","none","none","compatible_reform","1994-05-15
","parl_committee","CE/SC","III","no","1997-03-21",137,22,12,"1997-03-21",32,0,0,"no","none",1,1,"","","","","","","","","","","","1995-23","","","","","",""
"19960022-1",NA,0,"19960022","Arrêté fédéral concernant l'acquisition de matériel d'armement (Programme d'armement 1996)","Bundesbeschluss über die Beschaffung von Rüstungsmaterial (Rüstungsprogramm 1996","1996-03-11",45,"1996-09-26",1,42,"no","none","simple federal decree regarding a funding decision","DDPS","Rüstungspolitik; Armeematerial; Bewaffnung; Verteidigungsausgaben","","","","","10108785","","","",159,160,0,"parl_adopted","","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960023-1",NA,0,"19960023","Arrêté fédéral concernant des ouvrages militaires (Programme des constructions de 1996)","Bundesbeschluss über militärische Bauten (Bauprogramm 1996) ","1996-03-18",45,"1996-10-02",1,42,"no","none","simple federal decree regarding a funding decision","DDPS","militärische Anlage; Bundesbauten; öffentliches Bauwesen; Landeigentum der öffentlichen Hand","","","","","","","","",36,38,0,"parl_adopted","JC : la page 38 contient la liste des ouvrages. Vu que je n'ai pas trouvé le ff_output je n'ai pas pu voir si il fallait la laisser ou pas

JC_AC","","","","","","","CE/SC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960024-1",13,0,"19960024","Loi fédérale sur l'assurance-vieillesse et survivants (LAVS)","Bundesgesetz über die Alters- und Hinterlassenenversicherung (AHVG)","1996-03-18",45,"1996-12-13",1,12,"yes","optional","federal law","DFI","AHV-Beiträge; selbstständig Erwerbstätige/r","831.10","","","","10108859","","","",8,8,0,"parl_adopted","","none","none","none","no_eu_law","1990-06-30","government","CN/NC","IV","no","1996-12-13",165,9,10,"1996-12-13",41,0,0,"no","none",0,0,"","","","","","","","","","","","","","","","","",""
"19960026-1",NA,0,"19960026","Arrêté fédéral concernant deux traités internationaux relevant du droit des marques","Bundesbeschluss über zwei völkerrechtliche Verträge auf dem Gebiet des Markenrechts","1996-03-27",45,"1996-10-01",2,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFJP","Markenrecht; Gesetz; internationales Abkommen","","","","","","","","",23,23,0,"parl_adopted","JC_AC","","","","","","","CN/NC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960026-2",15,0,"19960026","Loi fédérale sur la protection des marques et des indications de provenance (Loi sur la protection des marques, LPM)","Bundesgesetz über den Schutz von Marken und Herkunftsangaben (Markenschutzgesetz, MSchG)","1996-03-27",45,"1996-10-04",2,12,"yes","optional","federal law","DFJP","Markenrecht; Gesetz; internationales Abkommen","232.11","","","","10108777","","","",24,26,0,"parl_adopted","JC : eu changé à agreement_implementation
        WIPO ajouté dans IO 

JC_M","agreement_implementation","agreement_implementation","none","full_adaptation","1994-06-30","government","CN/NC","IV","no","1996-10-04",179,0,0,"1996-10-04",36,0,0,"no","none",0,0,"","","","","","","","","","","","","","","B3635","","",""
"19960031-1",15,0,"19960031","Arrêté fédéral renouvelant le privilège d'émission de la Banque nationale suisse","Bundesbeschluss über die Erneuerung des ausschliesslichen Rechts der Schweizerischen Nationalbank zur Ausgabe von Banknoten","1996-04-24",45,"1996-11-28",1,43,"no","none","other simple federal decree","DFF","Banknote; Staatsmonopol; Nationalbank","","","","","10108899","","","",14,14,0,"parl_adopted","","","","","","","","CE/SC","IV","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960032-1",14,0,"19960032","Loi fédérale concernant l'entretien des ouvrages d'améliorations foncières exécutés dans la plaine de la Linth dans les cantons de Schwyz et de Saint-Gall","Bundesgesetz über den Unterhalt der Melioration der Linthebene in den Kantonen Schwyz und St.Gallen","1996-04-24",45,"1996-10-04",1,12,"yes","optional","federal law","DEFR","Melioration; interkantonale Zusammenarbeit; Schwyz (Kanton); St. Gallen (Kanton)","723.1","","","","","","","",5,5,0,"parl_adopted","Abrogé

RS 723.1

JC_AC","none","none","none","missing","1987-03-02","government","CE/SC","V","no","1996-10-04",180,19,1,"1996-10-04",35,0,0,"no","none",0,0,"","","","","","","","","","","","","","","","","",""
"19960033-1",19,0,"19960033","Arrêté fédéral concernant les aides financières à la Fondation des immeubles pour les organisations internationales (FIPOI)","Bundesbeschluss über die Finanzhilfen an die Immobilienstiftung für die internationalen Organisationen (FIPOI)","1996-05-01",45,"1996-06-21",2,12,"yes","optional","federal law","DFAE","Gastland internationaler Organisationen; Immobilieneigentum; Darlehen; Finanzhilfe; Genf (Kanton)","617.0","","","","10108673","","","",25,25,0,"parl_adopted","","none","none","none","missing","1995-06-30","government","CN/NC","III","no","1996-06-21",166,14,7,"1996-06-21",36,0,0,"no","none",0,0,"","","","","","","","","","","","","","","","","",""
"19960033-2",NA,0,"19960033","Arrêté fédéral concernant la modification des conditions de remboursement des prêts accordés à la FIPOI","Bundesbeschluss über die Aenderung der Rückzahlungsbedingungen für die der FIPOI gewährten Darlehen ","1996-05-01",45,"1996-06-18",2,43,"no","none","other simple federal decree","DFAE","Gastland internationaler Organisationen; Immobilieneigentum; Darlehen; Finanzhilfe; Genf (Kanton)","","","","","10108673","","","",26,26,0,"parl_adopted","","","","","","","","CN/NC","III","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19960034-1",20,1,"19960034","Arrêté fédéral concernant la suppression de la régale des poudres","Bundesbeschluss über die Aufhebung des Pulverregals","1996-05-01",45,"1996-12-13",2,32,"yes","mandatory","federal decree amending the constitution","DDPS","Sprengstoff; Munition; Staatsmonopol; Aufhebung einer Bestimmung","","RO 1998 918","http://www.admin.ch/opc/fr/official-compilation/1998/918.pdf","","10108858","","","",12,12,0,"parl_adopted","JC_OK","none","autonomous_adaptation","none","partial_adaptation","1977-03-25","government","CN/NC","IV","no","1996-12-13",182,0,17,"1996-12-13",43,0,0,"","none",1,1,"","","","","","","","","","","","1994-27","","","","","",""
