"consultation_date_end","consultation_date_start","consultation_department","consultation_id","consultation_title"
"2013-07-01","2013-03-01","DFF","2013-53","Mise en oe<U+009C>uvre des recommandations révisées du Groupe d<U+0092>'action financière"
"2013-10-14","2013-08-14","DETEC","2013-78","Accord de coopération conclu avec l<U+0092>Union européenne (UE) concernant la participation de la Suisse aux programmes européens de navigation par satellite (Galileo et EGNOS)"
"2014-02-17","2013-11-19","DETEC","2013-126","13.467 n Iv.pa. Energie d<U+0092>ajustement. Obligation de prendre en charge les coûts pour un approvisionnement sûr en électricité"
"2013-10-20","2013-06-27","DFAE","2013-5","Amendements au Statut de Rome de la Cour pénale internationale du 10 et 11 juin 2010 relatifs au crime d<U+0092>agression et aux crimes de guerre"
"2013-06-30","2013-03-08","DDPS","2013-44","Loi fédérale sur le Service de renseignement civil (loi sur le renseignement; LRens)"
"2013-10-20","2013-06-26","DETEC","2013-77","Loi et ordonnance sur les résidences secondaires"
"2013-08-07","2013-04-10","DETEC","2013-72","Arrêté fédéral concernant le deuxième programme d<U+0092>'élimination des goulets d<U+0092>étranglement sur le réseau des routes nationales et l'<U+0092>allocation des moyens financiers nécessaires"
"2013-10-31","2013-06-26","DETEC","2013-76","Arrêté fédéral sur la libération des crédits du programme en faveur du trafic d<U+0092>agglomération à partir de 2015"
"2013-11-15","2013-08-14","DFJP","2013-29","Reprise et mise en <U+009C>uvre du règlement Dublin III et du règlement Eurodac (développements de l<U+0092>acquis de Dublin/Eurodac)"
"2014-02-20","2013-11-20","DFJP","2013-32","Reprise du règlement (UE) n° 1053/2013 du Conseil du 7 octobre 2013 portant création d<U+0092>un mécanisme d<U+0092>évaluation destiné à vérifier l<U+0092>application de l<U+0092>acquis de Schengen (Développement de l<U+0092>acquis de Schengen)"
"2014-02-20","2013-11-20","DFJP","2013-33","Reprise et mise en <U+009C>uvre du règlement (UE) n° 1051/2013 modifiant le code frontières Schengen afin d<U+0092>établir des règles communes relatives à la réintroduction temporaire du contrôle aux frontières intérieures (développement de l<U+0092>acquis de Schengen) e"
"2013-09-05","2013-05-15","DFJP","2013-25","Modification des dispositions pénales en matière de corruption"
"2013-08-15","2013-04-16","DETEC","2013-74","Refonte de la loi sur le transport de marchandises ; stratégie globale visant à encourager le transport ferroviaire de marchandises en Suisse sur tout le territoire"
"2014-01-23","2013-10-09","DFE","2013-101","Révision partielle de la loi fédérale sur l<U+0092>Assurance suisse contre les risques à l<U+0092>exportation (LASRE) et de son ordonnance d<U+0092>exécution (OASRE)"
"2014-03-21","2013-12-06","DFF","2013-58","Reprise et mise en <U+009C>uvre du règlement (UE) no 1052/2013 du Parlement européen et du Conseil du 22 octobre 2013 portant création du système européen de surveillance des frontières (règlement EUROSUR) (Développement de l<U+0092>acquis de Schengen)"
"2013-07-10","2013-04-10","DFF","2013-54","Loi fédérale sur l<U+0092>'exonération des personnes morales poursuivant des buts idéaux"
"2013-12-13","2013-09-04","DFE","2013-100","Révision de la loi sur le service civil (LSC)"
"2014-07-03","2014-03-26","DFJP","2014-27","Arrangement entre l'<U+0092>Union européenne et la Confédération suisse sur les modalités de sa participation au bureau européen d<U+0092>appui en matière d<U+0092>asile (European Asyl Support Office, EASO)"
"2014-03-31","2013-12-13","DFF","2013-59","Loi fédérale sur l<U+0092>infrastructure des marchés financiers (Loi sur l<U+0092>infrastructure des marchés financiers, LIMF)"
"2013-10-07","2013-06-14","DFJP","2013-26","Modification de la loi sur l<U+0092>asile. Restructuration du domaine de l'asile"
"2014-06-30","2014-03-14","DFF","2014-37","Rapport sur l<U+0092>évaluation de l<U+0092>efficacité 2012-<U+0096>2015 de la péréquation financière entre la Confédération et les cantons"
"2013-12-31","2013-09-13","DFJP","2013-31","Modification de la loi fédérale sur la poursuite pour dettes et la faillite (LP; représentation professionnelle)"
"2014-06-20","2014-02-26","DETEC","2014-53","Projet de création d<U+0092>un fonds pour les routes nationales et le trafic d<U+0092>agglomération (FORTA), de comblement du déficit prévisible et de mise en place du programme de développement stratégique des routes nationales (PRODES)"
"2014-04-29","2014-01-22","DFJP","2014-26","Modification du Code des obligations (Droit des raisons de commerce)"
"2014-09-19","2014-05-28","DFI","2014-7","Message concernant l'<U+0092>encouragement de la culture pour la période 2016 à 2019 (Message culture)"
"2014-03-31","2013-12-13","DDPS","2013-47","Modification loi fédérale sur les systèmes d<U+0092>information de la Confédération dans le domaine du sport (LSIS)"
"2014-10-16","2014-06-25","DFE","2014-88","Ordonnance sur l<U+0092>encouragement du secteur de l<U+0092>hébergement"
"1980-07-10","1980-04-10","DFJP","1980-6","Bundesgesetz über die landwirtschaftliche Pacht"
"1980-08-30","1980-06-12","DFJP","1980-7","Asylverordnung"
"1980-09-30","1980-06-16","DFE","1980-8","Verlängerung und Änderung  des BB vom 18.3.71 über die offizielle Qualitätskontrolle in der schweizerischen Uhrenindustrie "
"1980-10-31","1980-06-27","DFJP","1980-9","Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf (Bericht der nationalrätlichen Kommission vom 13. Februar 1980 und Fragenkatalog)"
"1981-10-30","1981-08-20","DFE","1981-10","Änderung des Bundesgesetzes über Kostenbeiträge an Viehhalter im Berggebiet und in der voralpinen Hügelzone"
"1981-11-30","1981-08-30","DFI","1981-11","Bundesgesetz über Fuss- und Wanderwege"
"1981-11-30","1981-09-09","DFF","1981-12","Bericht der Steuerverwaltung zur Standesinitiative des Kantons Graubünden - Elektrizitätswerke. Steuerausscheidung"
"1982-01-31","1981-12-07","DFF","1981-13","Änderung der Zweckbindung bei den Treibstoffzöllen. Bericht des EFD"
"1981-03-31","1981-02-03","DFI","1981-14","Anpassung der Ergänzungsleistungen der AHV/IV auf den 1.1.1982 (Änderung der Verordnung über die Ergänzungsleistungen)"
"1981-05-31","1981-04-27","DFJP","1981-15","Inkrafttreten des BG über internationale Rechtshilfe in Strafsachen"
"1981-10-15","1981-07-10","DFF","1981-16","Verordnung über den Kalibrierdienst"
"1981-08-31","1981-07-14","DFJP","1981-17","Ausdehnung des BG betr. Die Verwertung von Urheberrechten (Verwertungs-Gesetz) auf das Weitersenderecht"
"1981-10-31","1981-08-01","DFI","1981-18","Drittes langfristiges Bauprogramm für die Nationalstrassen"
"1981-10-15","1981-08-24","DFE","1981-19","Revision der Verordnung vom 29.6.1975 über Investitionshilfe für Berggebiete"
"1981-08-31","1981-02-03","DFJP","1981-2","Revision des Miet- und Pachtrechts"
"1981-11-16","1981-10-08","DFF","1981-20","Verordnung über Eichgebühren"
"1981-06-01","1981-03-30","DFF","1981-3","Änderung des Bundesgesetzes über die Ausgabe von Pfandbriefen"
"1981-07-31","1981-05-05","DFJP","1981-4","Änderung der Artikel 44, 45 Absatz 2 und 54 Absatz 4 der Bundesverfassung über Schweizer Bürgerrecht"
"1981-10-15","1981-07-07","DFE","1981-5","Bundesgesetz über die Schweizerische Genossenschaft für Getreide- und Futtermittel (GGF)"
"1981-11-30","1981-07-09","DETEC","1981-6","Entwurf für eine Verordnung für Rundfunkversuche"
"1981-09-30","1981-07-10","DFE","1981-7","Entwurf zu einem Bundesgesetz über aussenwirtschaftliche Massnahmen"
"1981-12-31","1981-07-31","DFE","1981-9","Entwurf für ein Bundesgesetz über die Bildung steuerbegünstigter Arbeitsbeschaffungsreserven"
"1982-05-31","1982-02-26","DFE","1982-1","Entwurf für eine Verordnung zum neuen Heimarbeitsgesetz"
"1983-06-30","1982-12-22","DFF","1982-10","Vorentwurf für die Totalrevision des Bankengesetzes"
"1982-03-05","1981-12-22","DFE","1982-11","Änderung der Tierseuchen-VO (neuer Art. 42a; Bekämpfung IBR/IPV)"
"1982-05-31","1982-02-24","DETEC","1982-12","Verordnung über den Notfallschutz in der Umgebung von Kernanlagen"
"1982-10-31","1982-04-01","DFI","1982-13","Überprüfung von Nationalstrassenstrecken. Schlussbericht der Expertenkommission"
"1982-08-13","1982-05-10","DFE","1982-14","Normalarbeitsvertrag für Erzieher in Heimen u. Internaten"
"1982-08-20","1982-06-30","DFE","1982-15","VO über den Versuchbestrieb eines Informationssystems für die Arbeitsvermittlung und Arbeitsmarktstatistik AVAM"
"1982-09-15","1982-08-25","DFE","1982-16","VO über die Begrenzung der Zahl der erwerbstätigen Ausländer"
"1982-10-31","1982-08-27","DFI","1982-17","Richtlinien über den Schwefelgehalt von Heizölen"
"1983-04-30","1982-10-01","DFI","1982-18","Bericht über die Vorarbeiten zur Schaffung eines Bundesgesetzes über Krankheitsvorbeugung (Präventivgesetz)"
"1982-07-31","1982-04-01","DDPS","1982-2","Vorentwurf über die Teilrevision des Bundesgesetzes über die Militärorganisation der Schweizerischen Eidgenossenschaft"
"1983-05-31","1982-12-31","DFE","1982-20","Normalarbeitsvertrag für die Arbeitnehmer in örtlichen Milchsammelstellen und damit verbundenen Milchverarbeitungsbetrieben"
"1982-10-31","1982-07-01","DFI","1982-5","Transjurane; Schlussbericht der Arbeitsgruppe über das Begehren um Aufnahme einer Transjurastrasse in das Nationalstrassennetz"
"1982-12-31","1982-09-13","DFI","1982-6","Eidgenössische Kulturinitiative"
"1983-03-31","1982-09-15","DFJP","1982-7","Vorentwurf zu einer Verfassungsbestimmung und einem Bundesgesetz über Waffen, Waffenzubehör und Munition"
"1983-01-31","1982-10-04","DFI","1982-8","Festlegung des Schuljahresbeginns durch den Bund (Volksinitiative «für die Koordination des Schuljahresbeginns in allen Kantonen» )"
"1983-07-31","1983-02-18","DFI","1983-1","Änderung des i Filmgesetzes (Abschnitte I und II)"
"1983-06-30","1983-04-27","DFF","1983-10","Anschluss programm für die lineare Kürzung. Sparmassnahmen 1983 (Anschlussprogramm)"
"1983-10-31","1983-05-04","DETEC","1983-11","Zweckmässigkeitsprüfung der Neuen Eisenbahn-Haupttransversalen (NHT), Schlussbericht"
"1983-10-31","1983-05-16","DFF","1983-12","Schlussbericht der Studienkommission für die Revision der Umsatzbesteuerung"
"1983-11-30","1983-05-18","DFAE","1983-13","Revision des Bundesgesetzes vom 19. Dezember 1975 und der Verordnung vom 25. August 1976 über die politischen Rechte der Auslandschweizer (Bericht undVorentwürfe der Studienkommission «Politische Rechte der Auslandschweizer»)"
"1983-10-31","1983-06-29","ChF","1983-15","Neuregelung des Abstimmungsverfahrens für Volksinitiativen mit Gegenentwurf (Änderung des Bundesgesetzes über die politischen Rechte)"
"1983-08-31","1983-06-29","DFE","1983-16","Fremdarbeiterregelung 1983/84 (Teilrevision der Verordnung des Bundesrates vom 22. Okt. 1980 über die Begrenzung der Zahl der erwerbstätigen Ausländer)"
"1983-11-15","1983-07-06","DFE","1983-17","Entwurf zu einem Bundesgesetz betreffend Preisüberwachung"
"1983-11-30","1983-07-08","DFF","1983-18","Umwandlung von Fiskalzöllen in Verbrauchssteuern"
"1983-09-30","1983-07-12","DFI","1983-19","Ausführungsgesetzgebung zu den Artikeln 36bis Absatz 4 und 36ter der Bundesverfassung. Neuregelung bei den Treibstoffzöllen"
"1983-05-10","1983-02-21","DFE","1983-2","Massnahmen zur Stärkung der mittel- und längerfristigen Anpassungsfähigkeit der schweizerischen Wirtschaft"
"1983-09-15","1983-07-15","DFE","1983-20","Änderung des Bundesbeschlusses über die inländische Zuckerwirtschaft"
"1983-11-30","1983-07-20","DETEC","1983-21","Abgeltung der gemeinwirtschaftlichen Leistungen der konzessionierten Transportunternehmen (KTU)"
"1983-11-15","1983-09-13","DFE","1983-22","Bundesbeschluss über die finanziellen Mittel für Bewirtschaftungsbeiträge an die Landwirtschaft mit erschwerten Produktionsbedingungen in den Jahren1985-1989"
"1983-12-31","1983-09-14","DFJP","1983-23","Änderung des Bundesgesetzes über das Schiffsregister"
"1984-02-15","1983-09-05","DFE","1983-24","Änderung der Eidgenössischen Fleischschauverordnung"
"1983-05-31","1983-03-15","DFJP","1983-27","Revision der notrechtlichen Delegationsverordnung"
"1983-05-31","1983-04-21","DFJP","1983-28","Revision des Asylgesetzes"
"1983-11-30","1983-07-20","DFI","1983-29","VO über die Ausbildung des Kläranlagenpersonals"
"1983-06-30","1983-02-28","DFE","1983-3","Verordnung über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung"
"1983-06-30","1983-03-17","DFE","1983-4","Volksinitiative «für die Abschaffung der Vivisektion» vom 17. September 1981"
"1983-03-30","1983-01-18","DFE","1983-5","Änderung des Landwirtschaftsgesetzes"
"1983-12-30","1983-01-21","DDPS","1983-6","Bericht über die Mitwirkung der Frau in der Gesamtverteidigung (nach einer Petition)"
